date,symbol,asset_type,market_value,current_weight,target_weight,weight_gap,total_value,cash
2019-01-02,510300,etf,3847.9999999999995,0.38517600226541937,0.3,-0.08517600226541938,9990.23817,2481.13817
2019-01-02,510500,etf,2526.3,0.2528768540860523,0.2,-0.052876854086052305,9990.23817,2481.13817
2019-01-02,515180,etf,0.0,0.0,0.2,0.2,9990.23817,2481.13817
2019-01-02,518880,etf,1134.8000000000002,0.11359088549137164,0.1,-0.013590885491371635,9990.23817,2481.13817
2019-01-02,000333,stock,0.0,0.0,0.04,0.04,9990.23817,2481.13817
2019-01-02,000858,stock,0.0,0.0,0.04,0.04,9990.23817,2481.13817
2019-01-02,600036,stock,0.0,0.0,0.04,0.04,9990.23817,2481.13817
2019-01-02,600519,stock,0.0,0.0,0.04,0.04,9990.23817,2481.13817
2019-01-02,601318,stock,0.0,0.0,0.04,0.04,9990.23817,2481.13817
2019-02-01,510300,etf,7565.599999999999,0.3674467909559581,0.3,-0.06744679095595812,20589.64777,4863.24777
2019-02-01,510500,etf,5308.8,0.25783831075221936,0.2,-0.057838310752219346,20589.64777,4863.24777
2019-02-01,515180,etf,0.0,0.0,0.2,0.2,20589.64777,4863.24777
2019-02-01,518880,etf,2852.0,0.1385162112464831,0.1,-0.038516211246483106,20589.64777,4863.24777
2019-02-01,000333,stock,0.0,0.0,0.04,0.04,20589.64777,4863.24777
2019-02-01,000858,stock,0.0,0.0,0.04,0.04,20589.64777,4863.24777
2019-02-01,600036,stock,0.0,0.0,0.04,0.04,20589.64777,4863.24777
2019-02-01,600519,stock,0.0,0.0,0.04,0.04,20589.64777,4863.24777
2019-02-01,601318,stock,0.0,0.0,0.04,0.04,20589.64777,4863.24777
2019-03-01,510300,etf,13377.0,0.40658945564413124,0.3,-0.10658945564413125,32900.50889,7516.1088899999995
2019-03-01,510500,etf,7203.2,0.21893886274170637,0.2,-0.018938862741706364,32900.50889,7516.1088899999995
2019-03-01,515180,etf,0.0,0.0,0.2,0.2,32900.50889,7516.1088899999995
2019-03-01,518880,etf,4804.2,0.1460220574721937,0.1,-0.046022057472193706,32900.50889,7516.1088899999995
2019-03-01,000333,stock,0.0,0.0,0.04,0.04,32900.50889,7516.1088899999995
2019-03-01,000858,stock,0.0,0.0,0.04,0.04,32900.50889,7516.1088899999995
2019-03-01,600036,stock,0.0,0.0,0.04,0.04,32900.50889,7516.1088899999995
2019-03-01,600519,stock,0.0,0.0,0.04,0.04,32900.50889,7516.1088899999995
2019-03-01,601318,stock,0.0,0.0,0.04,0.04,32900.50889,7516.1088899999995
2019-04-01,510300,etf,14347.199999999999,0.3199810121047854,0.3,-0.019981012104785423,44837.66054,9776.56054
2019-04-01,510500,etf,15974.3,0.356269702915236,0.2,-0.156269702915236,44837.66054,9776.56054
2019-04-01,515180,etf,0.0,0.0,0.2,0.2,44837.66054,9776.56054
2019-04-01,518880,etf,4739.599999999999,0.10570578265946254,0.1,-0.005705782659462533,44837.66054,9776.56054
2019-04-01,000333,stock,0.0,0.0,0.04,0.04,44837.66054,9776.56054
2019-04-01,000858,stock,0.0,0.0,0.04,0.04,44837.66054,9776.56054
2019-04-01,600036,stock,0.0,0.0,0.04,0.04,44837.66054,9776.56054
2019-04-01,600519,stock,0.0,0.0,0.04,0.04,44837.66054,9776.56054
2019-04-01,601318,stock,0.0,0.0,0.04,0.04,44837.66054,9776.56054
2019-05-06,510300,etf,20904.0,0.40912650744197065,0.3,-0.10912650744197067,51094.22054,11966.42054
2019-05-06,510500,etf,13475.7,0.2637421582632876,0.2,-0.06374215826328761,51094.22054,11966.42054
2019-05-06,515180,etf,0.0,0.0,0.2,0.2,51094.22054,11966.42054
2019-05-06,518880,etf,4748.1,0.09292831850292867,0.1,0.007071681497071339,51094.22054,11966.42054
2019-05-06,000333,stock,0.0,0.0,0.04,0.04,51094.22054,11966.42054
2019-05-06,000858,stock,0.0,0.0,0.04,0.04,51094.22054,11966.42054
2019-05-06,600036,stock,0.0,0.0,0.04,0.04,51094.22054,11966.42054
2019-05-06,600519,stock,0.0,0.0,0.04,0.04,51094.22054,11966.42054
2019-05-06,601318,stock,0.0,0.0,0.04,0.04,51094.22054,11966.42054
2019-06-03,510300,etf,20682.9,0.33919965654979023,0.3,-0.03919965654979024,60975.5924,14088.392399999999
2019-06-03,510500,etf,13382.7,0.21947634247174613,0.2,-0.019476342471746122,60975.5924,14088.392399999999
2019-06-03,515180,etf,0.0,0.0,0.2,0.2,60975.5924,14088.392399999999
2019-06-03,518880,etf,12821.6,0.2102742998524767,0.1,-0.11027429985247669,60975.5924,14088.392399999999
2019-06-03,000333,stock,0.0,0.0,0.04,0.04,60975.5924,14088.392399999999
2019-06-03,000858,stock,0.0,0.0,0.04,0.04,60975.5924,14088.392399999999
2019-06-03,600036,stock,0.0,0.0,0.04,0.04,60975.5924,14088.392399999999
2019-06-03,600519,stock,0.0,0.0,0.04,0.04,60975.5924,14088.392399999999
2019-06-03,601318,stock,0.0,0.0,0.04,0.04,60975.5924,14088.392399999999
2019-07-01,510300,etf,22786.699999999997,0.30668072592421086,0.3,-0.006680725924210873,74301.05015999998,16353.550159999999
2019-07-01,510500,etf,21811.199999999997,0.29355170556851795,0.2,-0.09355170556851794,74301.05015999998,16353.550159999999
2019-07-01,515180,etf,0.0,0.0,0.2,0.2,74301.05015999998,16353.550159999999
2019-07-01,518880,etf,13349.599999999999,0.17966906216336043,0.1,-0.07966906216336042,74301.05015999998,16353.550159999999
2019-07-01,000333,stock,0.0,0.0,0.04,0.04,74301.05015999998,16353.550159999999
2019-07-01,000858,stock,0.0,0.0,0.04,0.04,74301.05015999998,16353.550159999999
2019-07-01,600036,stock,0.0,0.0,0.04,0.04,74301.05015999998,16353.550159999999
2019-07-01,600519,stock,0.0,0.0,0.04,0.04,74301.05015999998,16353.550159999999
2019-07-01,601318,stock,0.0,0.0,0.04,0.04,74301.05015999998,16353.550159999999
2019-08-01,510300,etf,30093.7,0.3621935999112121,0.3,-0.062193599911212094,83087.33232,18406.43232
2019-08-01,510500,etf,20894.399999999998,0.2514751577235378,0.2,-0.05147515772353778,83087.33232,18406.43232
2019-08-01,515180,etf,0.0,0.0,0.2,0.2,83087.33232,18406.43232
2019-08-01,518880,etf,13692.800000000001,0.16480009187518468,0.1,-0.06480009187518468,83087.33232,18406.43232
2019-08-01,000333,stock,0.0,0.0,0.04,0.04,83087.33232,18406.43232
2019-08-01,000858,stock,0.0,0.0,0.04,0.04,83087.33232,18406.43232
2019-08-01,600036,stock,0.0,0.0,0.04,0.04,83087.33232,18406.43232
2019-08-01,600519,stock,0.0,0.0,0.04,0.04,83087.33232,18406.43232
2019-08-01,601318,stock,0.0,0.0,0.04,0.04,83087.33232,18406.43232
2019-09-02,510300,etf,36190.8,0.3778263760563267,0.3,-0.0778263760563267,95786.85421,20952.05421
2019-09-02,510500,etf,21513.600000000002,0.22459866938352815,0.2,-0.024598669383528143,95786.85421,20952.05421
2019-09-02,515180,etf,0.0,0.0,0.2,0.2,95786.85421,20952.05421
2019-09-02,518880,etf,17130.4,0.1788387367064364,0.1,-0.0788387367064364,95786.85421,20952.05421
2019-09-02,000333,stock,0.0,0.0,0.04,0.04,95786.85421,20952.05421
2019-09-02,000858,stock,0.0,0.0,0.04,0.04,95786.85421,20952.05421
2019-09-02,600036,stock,0.0,0.0,0.04,0.04,95786.85421,20952.05421
2019-09-02,600519,stock,0.0,0.0,0.04,0.04,95786.85421,20952.05421
2019-09-02,601318,stock,0.0,0.0,0.04,0.04,95786.85421,20952.05421
2019-10-08,510300,etf,41762.5,0.3982984932521311,0.3,-0.09829849325213114,104852.2671,23567.767099999997
2019-10-08,510500,etf,21216.0,0.20234183377042117,0.2,-0.002341833770421159,104852.2671,23567.767099999997
2019-10-08,515180,etf,0.0,0.0,0.2,0.2,104852.2671,23567.767099999997
2019-10-08,518880,etf,18306.0,0.17458849967012302,0.1,-0.07458849967012302,104852.2671,23567.767099999997
2019-10-08,000333,stock,0.0,0.0,0.04,0.04,104852.2671,23567.767099999997
2019-10-08,000858,stock,0.0,0.0,0.04,0.04,104852.2671,23567.767099999997
2019-10-08,600036,stock,0.0,0.0,0.04,0.04,104852.2671,23567.767099999997
2019-10-08,600519,stock,0.0,0.0,0.04,0.04,104852.2671,23567.767099999997
2019-10-08,601318,stock,0.0,0.0,0.04,0.04,104852.2671,23567.767099999997
2019-11-01,510300,etf,49316.6,0.4229692231534047,0.3,-0.1229692231534047,116596.19021999999,25960.290219999995
2019-11-01,510500,etf,21336.0,0.1829905416269784,0.2,0.01700945837302162,116596.19021999999,25960.290219999995
2019-11-01,515180,etf,0.0,0.0,0.2,0.2,116596.19021999999,25960.290219999995
2019-11-01,518880,etf,19983.3,0.17138896187169092,0.1,-0.07138896187169091,116596.19021999999,25960.290219999995
2019-11-01,000333,stock,0.0,0.0,0.04,0.04,116596.19021999999,25960.290219999995
2019-11-01,000858,stock,0.0,0.0,0.04,0.04,116596.19021999999,25960.290219999995
2019-11-01,600036,stock,0.0,0.0,0.04,0.04,116596.19021999999,25960.290219999995
2019-11-01,600519,stock,0.0,0.0,0.04,0.04,116596.19021999999,25960.290219999995
2019-11-01,601318,stock,0.0,0.0,0.04,0.04,116596.19021999999,25960.290219999995
2019-12-02,510300,etf,53137.8,0.42929140984806013,0.3,-0.12929140984806015,123780.25458,28307.554579999993
2019-12-02,510500,etf,21086.399999999998,0.17035350324289178,0.2,0.02964649675710823,123780.25458,28307.554579999993
2019-12-02,515180,etf,0.0,0.0,0.2,0.2,123780.25458,28307.554579999993
2019-12-02,518880,etf,21248.5,0.17166308206505548,0.1,-0.07166308206505548,123780.25458,28307.554579999993
2019-12-02,000333,stock,0.0,0.0,0.04,0.04,123780.25458,28307.554579999993
2019-12-02,000858,stock,0.0,0.0,0.04,0.04,123780.25458,28307.554579999993
2019-12-02,600036,stock,0.0,0.0,0.04,0.04,123780.25458,28307.554579999993
2019-12-02,600519,stock,0.0,0.0,0.04,0.04,123780.25458,28307.554579999993
2019-12-02,601318,stock,0.0,0.0,0.04,0.04,123780.25458,28307.554579999993
2020-01-02,510300,etf,58162.2,0.4108289918542753,0.3,-0.1108289918542753,141572.77396,30620.173959999993
2020-01-02,510500,etf,24175.0,0.17076023393332965,0.2,0.029239766066670364,141572.77396,30620.173959999993
2020-01-02,515180,etf,6710.4,0.04739894410697892,0.2,0.1526010558930211,141572.77396,30620.173959999993
2020-01-02,518880,etf,21905.0,0.15472607753090326,0.1,-0.05472607753090325,141572.77396,30620.173959999993
2020-01-02,000333,stock,0.0,0.0,0.04,0.04,141572.77396,30620.173959999993
2020-01-02,000858,stock,0.0,0.0,0.04,0.04,141572.77396,30620.173959999993
2020-01-02,600036,stock,0.0,0.0,0.04,0.04,141572.77396,30620.173959999993
2020-01-02,600519,stock,0.0,0.0,0.04,0.04,141572.77396,30620.173959999993
2020-01-02,601318,stock,0.0,0.0,0.04,0.04,141572.77396,30620.173959999993
2020-02-03,510300,etf,56073.600000000006,0.39629029708370095,0.3,-0.09629029708370096,141496.27284,33148.07283999999
2020-02-03,510500,etf,22105.0,0.15622319624627648,0.2,0.04377680375372353,141496.27284,33148.07283999999
2020-02-03,515180,etf,5529.599999999999,0.03907947459685186,0.2,0.16092052540314816,141496.27284,33148.07283999999
2020-02-03,518880,etf,24640.0,0.17413886249754593,0.1,-0.07413886249754592,141496.27284,33148.07283999999
2020-02-03,000333,stock,0.0,0.0,0.04,0.04,141496.27284,33148.07283999999
2020-02-03,000858,stock,0.0,0.0,0.04,0.04,141496.27284,33148.07283999999
2020-02-03,600036,stock,0.0,0.0,0.04,0.04,141496.27284,33148.07283999999
2020-02-03,600519,stock,0.0,0.0,0.04,0.04,141496.27284,33148.07283999999
2020-02-03,601318,stock,0.0,0.0,0.04,0.04,141496.27284,33148.07283999999
2020-03-02,510300,etf,63454.5,0.3882902581867373,0.3,-0.0882902581867373,163420.27301,35368.873009999996
2020-03-02,510500,etf,27056.500000000004,0.16556391383793836,0.2,0.034436086162061647,163420.27301,35368.873009999996
2020-03-02,515180,etf,12746.400000000001,0.07799766678409614,0.2,0.12200233321590387,163420.27301,35368.873009999996
2020-03-02,518880,etf,24794.0,0.1517192423150756,0.1,-0.0517192423150756,163420.27301,35368.873009999996
2020-03-02,000333,stock,0.0,0.0,0.04,0.04,163420.27301,35368.873009999996
2020-03-02,000858,stock,0.0,0.0,0.04,0.04,163420.27301,35368.873009999996
2020-03-02,600036,stock,0.0,0.0,0.04,0.04,163420.27301,35368.873009999996
2020-03-02,600519,stock,0.0,0.0,0.04,0.04,163420.27301,35368.873009999996
2020-03-02,601318,stock,0.0,0.0,0.04,0.04,163420.27301,35368.873009999996
2020-04-01,510300,etf,56321.4,0.34930668176651647,0.3,-0.04930668176651648,161237.68293,37597.182929999995
2020-04-01,510500,etf,23844.699999999997,0.1478854047434555,0.2,0.05211459525654452,161237.68293,37597.182929999995
2020-04-01,515180,etf,11016.8,0.0683264594219135,0.2,0.1316735405780865,161237.68293,37597.182929999995
2020-04-01,518880,etf,32457.6,0.20130281836220132,0.1,-0.10130281836220131,161237.68293,37597.182929999995
2020-04-01,000333,stock,0.0,0.0,0.04,0.04,161237.68293,37597.182929999995
2020-04-01,000858,stock,0.0,0.0,0.04,0.04,161237.68293,37597.182929999995
2020-04-01,600036,stock,0.0,0.0,0.04,0.04,161237.68293,37597.182929999995
2020-04-01,600519,stock,0.0,0.0,0.04,0.04,161237.68293,37597.182929999995
2020-04-01,601318,stock,0.0,0.0,0.04,0.04,161237.68293,37597.182929999995
2020-05-06,510300,etf,60657.9,0.33612547256064235,0.3,-0.03612547256064236,180462.07429000002,39734.174289999995
2020-05-06,510500,etf,33865.200000000004,0.18765826633234362,0.2,0.012341733667656396,180462.07429000002,39734.174289999995
2020-05-06,515180,etf,11787.6,0.06531898763979346,0.2,0.13468101236020655,180462.07429000002,39734.174289999995
2020-05-06,518880,etf,34417.200000000004,0.1907170807794886,0.1,-0.09071708077948859,180462.07429000002,39734.174289999995
2020-05-06,000333,stock,0.0,0.0,0.04,0.04,180462.07429000002,39734.174289999995
2020-05-06,000858,stock,0.0,0.0,0.04,0.04,180462.07429000002,39734.174289999995
2020-05-06,600036,stock,0.0,0.0,0.04,0.04,180462.07429000002,39734.174289999995
2020-05-06,600519,stock,0.0,0.0,0.04,0.04,180462.07429000002,39734.174289999995
2020-05-06,601318,stock,0.0,0.0,0.04,0.04,180462.07429000002,39734.174289999995
2020-06-01,510300,etf,61542.899999999994,0.31742906270527604,0.3,-0.017429062705276055,193879.22288999998,42146.322889999996
2020-06-01,510500,etf,42436.799999999996,0.21888265987158972,0.2,-0.018882659871589713,193879.22288999998,42146.322889999996
2020-06-01,515180,etf,11919.2,0.061477448807201594,0.2,0.1385225511927984,193879.22288999998,42146.322889999996
2020-06-01,518880,etf,35834.0,0.1848264061813932,0.1,-0.0848264061813932,193879.22288999998,42146.322889999996
2020-06-01,000333,stock,0.0,0.0,0.04,0.04,193879.22288999998,42146.322889999996
2020-06-01,000858,stock,0.0,0.0,0.04,0.04,193879.22288999998,42146.322889999996
2020-06-01,600036,stock,0.0,0.0,0.04,0.04,193879.22288999998,42146.322889999996
2020-06-01,600519,stock,0.0,0.0,0.04,0.04,193879.22288999998,42146.322889999996
2020-06-01,601318,stock,0.0,0.0,0.04,0.04,193879.22288999998,42146.322889999996
2020-07-01,510300,etf,66923.7,0.31420453993670583,0.3,-0.01420453993670584,212994.05799,44162.957989999995
2020-07-01,510500,etf,45099.6,0.21174111815888033,0.2,-0.01174111815888032,212994.05799,44162.957989999995
2020-07-01,515180,etf,20569.0,0.0965707691289947,0.2,0.1034292308710053,212994.05799,44162.957989999995
2020-07-01,518880,etf,36238.8,0.17013995762126566,0.1,-0.07013995762126565,212994.05799,44162.957989999995
2020-07-01,000333,stock,0.0,0.0,0.04,0.04,212994.05799,44162.957989999995
2020-07-01,000858,stock,0.0,0.0,0.04,0.04,212994.05799,44162.957989999995
2020-07-01,600036,stock,0.0,0.0,0.04,0.04,212994.05799,44162.957989999995
2020-07-01,600519,stock,0.0,0.0,0.04,0.04,212994.05799,44162.957989999995
2020-07-01,601318,stock,0.0,0.0,0.04,0.04,212994.05799,44162.957989999995
2020-08-03,510300,etf,76711.79999999999,0.311723618513213,0.3,-0.011723618513213019,246089.14899,46222.648989999994
2020-08-03,510500,etf,52239.600000000006,0.21227916880692208,0.2,-0.012279168806922064,246089.14899,46222.648989999994
2020-08-03,515180,etf,32275.100000000002,0.13115206473939867,0.2,0.06884793526060135,246089.14899,46222.648989999994
2020-08-03,518880,etf,38640.0,0.15701626893581627,0.1,-0.05701626893581627,246089.14899,46222.648989999994
2020-08-03,000333,stock,0.0,0.0,0.04,0.04,246089.14899,46222.648989999994
2020-08-03,000858,stock,0.0,0.0,0.04,0.04,246089.14899,46222.648989999994
2020-08-03,600036,stock,0.0,0.0,0.04,0.04,246089.14899,46222.648989999994
2020-08-03,600519,stock,0.0,0.0,0.04,0.04,246089.14899,46222.648989999994
2020-08-03,601318,stock,0.0,0.0,0.04,0.04,246089.14899,46222.648989999994
2020-09-01,510300,etf,78180.9,0.30268442503054727,0.3,-0.002684425030547277,258291.78356999997,48238.88356999999
2020-09-01,510500,etf,52088.399999999994,0.20166495147486352,0.2,-0.0016649514748635075,258291.78356999997,48238.88356999999
2020-09-01,515180,etf,41428.799999999996,0.16039534602064617,0.2,0.03960465397935384,258291.78356999997,48238.88356999999
2020-09-01,518880,etf,38354.799999999996,0.1484940770080881,0.1,-0.04849407700808808,258291.78356999997,48238.88356999999
2020-09-01,000333,stock,0.0,0.0,0.04,0.04,258291.78356999997,48238.88356999999
2020-09-01,000858,stock,0.0,0.0,0.04,0.04,258291.78356999997,48238.88356999999
2020-09-01,600036,stock,0.0,0.0,0.04,0.04,258291.78356999997,48238.88356999999
2020-09-01,600519,stock,0.0,0.0,0.04,0.04,258291.78356999997,48238.88356999999
2020-09-01,601318,stock,0.0,0.0,0.04,0.04,258291.78356999997,48238.88356999999
2020-10-09,510300,etf,76039.2,0.29305495060066233,0.3,0.006945049399337655,259470.79155,50773.79154999999
2020-10-09,510500,etf,50421.8,0.1943255335168765,0.2,0.0056744664831235025,259470.79155,50773.79154999999
2020-10-09,515180,etf,45702.8,0.17613851534881944,0.2,0.02386148465118057,259470.79155,50773.79154999999
2020-10-09,518880,etf,36533.200000000004,0.14079889216725214,0.1,-0.04079889216725213,259470.79155,50773.79154999999
2020-10-09,000333,stock,0.0,0.0,0.04,0.04,259470.79155,50773.79154999999
2020-10-09,000858,stock,0.0,0.0,0.04,0.04,259470.79155,50773.79154999999
2020-10-09,600036,stock,0.0,0.0,0.04,0.04,259470.79155,50773.79154999999
2020-10-09,600519,stock,0.0,0.0,0.04,0.04,259470.79155,50773.79154999999
2020-10-09,601318,stock,0.0,0.0,0.04,0.04,259470.79155,50773.79154999999
2020-11-02,510300,etf,78580.2,0.292861634609301,0.3,0.0071383653906990086,268318.51876,53015.418759999986
2020-11-02,510500,etf,50985.0,0.19001670192434242,0.2,0.009983298075657593,268318.51876,53015.418759999986
2020-11-02,515180,etf,49581.9,0.18478746912116414,0.2,0.015212530878835867,268318.51876,53015.418759999986
2020-11-02,518880,etf,36156.0,0.13475029665149602,0.1,-0.03475029665149601,268318.51876,53015.418759999986
2020-11-02,000333,stock,0.0,0.0,0.04,0.04,268318.51876,53015.418759999986
2020-11-02,000858,stock,0.0,0.0,0.04,0.04,268318.51876,53015.418759999986
2020-11-02,600036,stock,0.0,0.0,0.04,0.04,268318.51876,53015.418759999986
2020-11-02,600519,stock,0.0,0.0,0.04,0.04,268318.51876,53015.418759999986
2020-11-02,601318,stock,0.0,0.0,0.04,0.04,268318.51876,53015.418759999986
2020-12-01,510300,etf,86508.59999999999,0.29742936940455716,0.3,0.0025706305954428244,290854.26289,55886.26288999998
2020-12-01,510500,etf,57110.4,0.196354007098046,0.2,0.0036459929019539983,290854.26289,55886.26288999998
2020-12-01,515180,etf,57741.4,0.1985234784811718,0.2,0.001476521518828211,290854.26289,55886.26288999998
2020-12-01,518880,etf,33607.6,0.11554790246519532,0.1,-0.015547902465195315,290854.26289,55886.26288999998
2020-12-01,000333,stock,0.0,0.0,0.04,0.04,290854.26289,55886.26288999998
2020-12-01,000858,stock,0.0,0.0,0.04,0.04,290854.26289,55886.26288999998
2020-12-01,600036,stock,0.0,0.0,0.04,0.04,290854.26289,55886.26288999998
2020-12-01,600519,stock,0.0,0.0,0.04,0.04,290854.26289,55886.26288999998
2020-12-01,601318,stock,0.0,0.0,0.04,0.04,290854.26289,55886.26288999998
2021-01-04,510300,etf,90564.1,0.29912341285395694,0.3,0.0008765871460430508,302764.99968999997,58212.299689999985
2021-01-04,510500,etf,59538.600000000006,0.1966495468794655,0.2,0.0033504531205345023,302764.99968999997,58212.299689999985
2021-01-04,515180,etf,58551.6,0.193389592786322,0.2,0.0066104072136780045,302764.99968999997,58212.299689999985
2021-01-04,518880,etf,35898.4,0.1185685268665673,0.1,-0.018568526866567292,302764.99968999997,58212.299689999985
2021-01-04,000333,stock,0.0,0.0,0.04,0.04,302764.99968999997,58212.299689999985
2021-01-04,000858,stock,0.0,0.0,0.04,0.04,302764.99968999997,58212.299689999985
2021-01-04,600036,stock,0.0,0.0,0.04,0.04,302764.99968999997,58212.299689999985
2021-01-04,600519,stock,0.0,0.0,0.04,0.04,302764.99968999997,58212.299689999985
2021-01-04,601318,stock,0.0,0.0,0.04,0.04,302764.99968999997,58212.299689999985
2021-02-01,510300,etf,93350.4,0.29931368462337643,0.3,0.0006863153766235586,311881.49688999995,61046.99688999998
2021-02-01,510500,etf,61130.49999999999,0.1960055361077115,0.2,0.0039944638922885245,311881.49688999995,61046.99688999998
2021-02-01,515180,etf,61209.600000000006,0.19625915807884084,0.2,0.0037408419211591715,311881.49688999995,61046.99688999998
2021-02-01,518880,etf,35144.0,0.11268382494776606,0.1,-0.012683824947766056,311881.49688999995,61046.99688999998
2021-02-01,000333,stock,0.0,0.0,0.04,0.04,311881.49688999995,61046.99688999998
2021-02-01,000858,stock,0.0,0.0,0.04,0.04,311881.49688999995,61046.99688999998
2021-02-01,600036,stock,0.0,0.0,0.04,0.04,311881.49688999995,61046.99688999998
2021-02-01,600519,stock,0.0,0.0,0.04,0.04,311881.49688999995,61046.99688999998
2021-02-01,601318,stock,0.0,0.0,0.04,0.04,311881.49688999995,61046.99688999998
2021-03-01,510300,etf,97980.4,0.29980438818703775,0.3,0.0001956118129622375,326814.42921,63523.629209999985
2021-03-01,510500,etf,65113.2,0.19923600116860338,0.2,0.0007639988313966339,326814.42921,63523.629209999985
2021-03-01,515180,etf,67123.2,0.20538628041073695,0.2,-0.005386280410736938,326814.42921,63523.629209999985
2021-03-01,518880,etf,33074.0,0.10120116201707777,0.1,-0.0012011620170777615,326814.42921,63523.629209999985
2021-03-01,000333,stock,0.0,0.0,0.04,0.04,326814.42921,63523.629209999985
2021-03-01,000858,stock,0.0,0.0,0.04,0.04,326814.42921,63523.629209999985
2021-03-01,600036,stock,0.0,0.0,0.04,0.04,326814.42921,63523.629209999985
2021-03-01,600519,stock,0.0,0.0,0.04,0.04,326814.42921,63523.629209999985
2021-03-01,601318,stock,0.0,0.0,0.04,0.04,326814.42921,63523.629209999985
2021-04-01,510300,etf,91982.79999999999,0.27856043568932287,0.3,0.021439564310677117,330207.69719999994,65565.59719999999
2021-04-01,510500,etf,63331.2,0.19179201616745356,0.2,0.00820798383254645,330207.69719999994,65565.59719999999
2021-04-01,515180,etf,76530.1,0.23176352534764602,0.2,-0.03176352534764601,330207.69719999994,65565.59719999999
2021-04-01,518880,etf,32798.0,0.09932536484797606,0.1,0.0006746351520239419,330207.69719999994,65565.59719999999
2021-04-01,000333,stock,0.0,0.0,0.04,0.04,330207.69719999994,65565.59719999999
2021-04-01,000858,stock,0.0,0.0,0.04,0.04,330207.69719999994,65565.59719999999
2021-04-01,600036,stock,0.0,0.0,0.04,0.04,330207.69719999994,65565.59719999999
2021-04-01,600519,stock,0.0,0.0,0.04,0.04,330207.69719999994,65565.59719999999
2021-04-01,601318,stock,0.0,0.0,0.04,0.04,330207.69719999994,65565.59719999999
2021-05-06,510300,etf,97017.8,0.2807306004765459,0.3,0.019269399523454078,345590.39818,67709.99818
2021-05-06,510500,etf,66999.59999999999,0.19386996963122624,0.2,0.00613003036877377,345590.39818,67709.99818
2021-05-06,515180,etf,80043.8,0.23161465255267122,0.2,-0.03161465255267121,345590.39818,67709.99818
